MeshA	MeshB	FacesA	FacesB	Pairs	Time_ms	Mpairs_s	Intersected
Allen_amygdalohippocampal_area_R.off	Allen_transverse_temporal_gyrus_Heschls_gyrus_L.off	106	1434	152004	0.059636	2548.86	0	0
Allen_amygdalohippocampal_area_R.off	Allen_transverse_temporal_gyrus_Heschls_gyrus_R.off	106	1434	152004	0.069195	2196.75	0	0
Allen_amygdalohippocampal_area_R.off	Allen_tuberal_region_of_HTH_L.off	106	642	68052	0.037386	1820.25	0	0
Allen_amygdalohippocampal_area_R.off	Allen_tuberal_region_of_HTH_R.off	106	642	68052	0.03996	1703	0	0
Allen_amygdalohippocampal_area_R.off	Allen_ventral_anterior_nucleus_of_thalamus_L.off	106	822	87132	0.0415	2099.57	0	0
Allen_amygdalohippocampal_area_R.off	Allen_ventral_anterior_nucleus_of_thalamus_R.off	106	822	87132	0.042308	2059.47	0	0
Allen_amygdalohippocampal_area_R.off	Allen_ventral_lateral_nucleus_of_thalamus_L.off	106	878	93068	0.053973	1724.34	0	0
Allen_amygdalohippocampal_area_R.off	Allen_ventral_lateral_nucleus_of_thalamus_R.off	106	878	93068	0.045584	2041.68	0	0
Allen_amygdalohippocampal_area_R.off	Allen_ventral_posterior_lateral_nucleus_L.off	106	442	46852	0.033895	1382.27	0	0
Allen_amygdalohippocampal_area_R.off	Allen_ventral_posterior_lateral_nucleus_R.off	106	442	46852	0.035047	1336.83	0	0
Allen_amygdalohippocampal_area_R.off	Allen_ventral_posterior_medial_nucleus_L.off	106	186	19716	0.061493	320.622	0	0
Allen_amygdalohippocampal_area_R.off	Allen_ventral_posterior_medial_nucleus_R.off	106	186	19716	0.024972	789.524	0	0
Allen_amygdalohippocampal_area_R.off	Allen_white_matter_of_forebrain_L.off	106	50988	5404728	1.17096	4615.63	0	0
Allen_amygdalohippocampal_area_R.off	Allen_white_matter_of_forebrain_R.off	106	50946	5400276	1.16492	4635.75	1	388
Allen_amygdalohippocampal_area_R.off	Allen_white_matter_of_hindbrain_L.off	106	14576	1545056	0.386554	3997	0	0
Allen_amygdalohippocampal_area_R.off	Allen_white_matter_of_hindbrain_R.off	106	14578	1545268	0.362213	4266.19	0	0
Allen_amygdalohippocampal_area_R.off	Allen_zona_incerta_L.off	106	314	33284	0.02709	1228.65	0	0
Allen_amygdalohippocampal_area_R.off	Allen_zona_incerta_R.off	106	314	33284	0.030569	1088.82	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_abdominal_ostium_of_uterine_tube.off	106	642	68052	0.036478	1865.56	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_amnion.off	106	14642	1552052	0.352874	4398.32	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ampulla_of_uterine_tube_L.off	106	11618	1231508	0.305719	4028.24	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ampulla_of_uterine_tube_R.off	106	10594	1122964	0.318589	3524.8	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_anterior_cardiac_vein.off	106	3410	361460	0.111498	3241.85	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_anterior_cruciate_enthesis_L.off	106	144	15264	0.02206	691.931	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_anterior_cruciate_enthesis_R.off	106	146	15476	0.024281	637.371	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_anterior_segmental_right_hepatic_artery.off	106	360	38160	0.033634	1134.57	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_anterior_wall_of_uterus.off	106	19644	2082264	0.492737	4225.91	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_aortic_arch.off	106	7284	772104	0.227528	3393.45	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_aortic_valve.off	106	4812	510072	0.154114	3309.71	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_aqueous_humor_L.off	106	11386	1206916	0.310587	3885.92	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_aqueous_humor_R.off	106	11386	1206916	0.305747	3947.43	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_areola_L.off	106	47570	5042420	1.25672	4012.37	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_areola_R.off	106	47570	5042420	1.37291	3672.81	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_areolar_tubercles_L.off	106	9242	979652	0.273586	3580.78	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_areolar_tubercles_R.off	106	9242	979652	0.278963	3511.76	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_articular_cartilage_of_knee_L.off	106	2012	213272	0.070543	3023.29	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_articular_cartilage_of_knee_R.off	106	1976	209456	0.070779	2959.3	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_arytenoid_cartilage_L.off	106	2400	254400	0.087641	2902.75	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_arytenoid_cartilage_R.off	106	2384	252704	0.084756	2981.55	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ascending_aorta.off	106	6374	675644	0.197762	3416.45	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ascending_colon.off	106	1930	204580	0.07627	2682.31	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_bare_area_of_liver.off	106	10520	1115120	0.302604	3685.08	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_basal_plate.off	106	26350	2793100	0.61858	4515.34	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_body_of_pancreas.off	106	3904	413824	0.121039	3418.93	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_body_of_uterus.off	106	7240	767440	0.220118	3486.49	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_brachiocephalic_artery_a.off	106	848	89888	0.040488	2220.11	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_brachiocephalic_artery_b.off	106	3424	362944	0.116143	3124.98	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_bulbar_conjunctiva_L.off	106	32072	3399632	0.740432	4591.42	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_bulbar_conjunctiva_R.off	106	32068	3399208	0.737776	4607.37	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_C1_segment_of_cervical_spinal_cord.off	106	11360	1204160	0.305678	3939.31	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_C2_segment_of_cervical_spinal_cord.off	106	13406	1421036	0.340759	4170.21	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_C3_segment_of_cervical_spinal_cord.off	106	12384	1312704	0.340959	3850.03	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_C4_segment_of_cervical_spinal_cord.off	106	12788	1355528	0.328543	4125.88	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_C5_segment_of_cervical_spinal_cord.off	106	12766	1353196	0.37399	3618.27	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_C6_segment_of_cervical_spinal_cord.off	106	12804	1357224	0.334914	4052.46	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_C7_segment_of_cervical_spinal_cord.off	106	11802	1251012	0.316578	3951.67	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_C8_segment_of_cervical_spinal_cord.off	106	12300	1303800	0.3205	4068.02	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_caecum.off	106	1056	111936	0.048181	2323.24	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_capsule_of_the_liver.off	106	34614	3669084	0.786178	4666.99	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_carina.off	106	4272	452832	0.160741	2817.15	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cartilage_of_lobar_bronchus_L.off	106	42704	4526624	1.06524	4249.39	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cartilage_of_lobar_bronchus_R.off	106	58416	6192096	1.48917	4158.08	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cartilage_of_main_bronchus_L.off	106	30268	3208408	0.737176	4352.3	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cartilage_of_main_bronchus_R.off	106	35704	3784624	1.10868	3413.63	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cartilage_of_tertiary_bronchus_L.off	106	176662	18726172	4.28643	4368.71	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cartilage_of_tertiary_bronchus_R.off	106	211544	22423664	5.01234	4473.7	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_caudate_lobe.off	106	8620	913720	0.250428	3648.63	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_celiac_trunk.off	106	534	56604	0.034103	1659.8	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_central_retinal_artery_L.off	106	4800	508800	0.211326	2407.65	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_central_retinal_artery_R.off	106	4788	507528	0.141056	3598.06	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_central_retinal_vein_L.off	106	2078	220268	0.118641	1856.59	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_central_retinal_vein_R.off	106	2078	220268	0.081846	2691.25	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cervix.off	106	4258	451348	0.153605	2938.37	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_chorionic_plate.off	106	27600	2925600	0.657244	4451.31	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ciliary_body_L.off	106	31756	3366136	0.758166	4439.84	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ciliary_body_R.off	106	31752	3365712	1.16328	2893.3	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ciliary_muscle_L.off	106	109184	11573504	2.42843	4765.84	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ciliary_muscle_R.off	106	109168	11571808	2.45849	4706.88	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ciliary_processes_L.off	106	51072	5413632	1.46819	3687.28	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ciliary_processes_R.off	106	51072	5413632	1.1578	4675.8	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_coccyx.off	106	1390	147340	0.056133	2624.84	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_colic_impression_of_liver.off	106	954	101124	0.045096	2242.42	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_colic_surface_of_spleen.off	106	256	27136	0.027844	974.573	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_common_hepatic_artery.off	106	694	73564	0.046203	1592.19	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cornea_L.off	106	19560	2073360	0.487217	4255.52	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cornea_R.off	106	19560	2073360	0.492003	4214.12	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_corneo_scleral_junction_L.off	106	9852	1044312	0.295499	3534.06	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_corneo_scleral_junction_R.off	106	9848	1043888	0.29109	3586.13	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_corniculate_cartilage_L.off	106	574	60844	0.035786	1700.22	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_corniculate_cartilage_R.off	106	776	82256	0.045318	1815.08	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cornua.off	106	918	97308	0.048167	2020.22	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_coronary_ligament_of_liver.off	106	2472	262032	0.08658	3026.47	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_coronary_sinus.off	106	6500	689000	0.227031	3034.83	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cricoid_cartilage.off	106	3410	361460	0.113674	3179.79	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cystic_artery.off	106	1458	154548	0.062261	2482.26	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_cystic_vein.off	106	3266	346196	0.110726	3126.6	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_descending_aorta_a.off	106	6398	678188	0.195546	3468.18	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_descending_aorta_b.off	106	8494	900364	0.427987	2103.72	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_descending_colon.off	106	5250	556500	0.185066	3007.04	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_diagonal_branch_of_left_anterior_descending_artery.off	106	1200	127200	0.053912	2359.4	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_diaphragmatic_surface_of_liver.off	106	23242	2463652	0.547868	4496.8	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_diaphragmatic_surface_of_spleen.off	106	6816	722496	0.202378	3570.03	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_distal_most_point_of_medial_condyle_L.off	106	180	19080	0.025672	743.222	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_distal_most_point_of_medial_condyle_R.off	106	188	19928	0.025265	788.759	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_duodenal_ampulla.off	106	1228	130168	0.052836	2463.62	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_duodenal_impression_of_liver.off	106	116	12296	0.028358	433.599	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_duodenum_ascending.off	106	662	70172	0.037981	1847.56	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_duodenum_descending.off	106	1106	117236	0.051553	2274.09	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_duodenum_horizontal.off	106	1260	133560	0.054166	2465.75	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_duodenum_superior.off	106	1426	151156	0.057321	2637.01	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_eigth_thoracic_spinal_cord_segment.off	106	11988	1270728	0.351183	3618.42	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_eleventh_thoracic_spinal_cord_segment.off	106	12140	1286840	0.32305	3983.41	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_epiglotic_cartilage.off	106	3394	359764	0.198837	1809.34	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_esophageal_impression_of_liver.off	106	710	75260	0.044661	1685.14	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_external_cervical_os.off	106	408	43248	0.031448	1375.22	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_falciform_ligament.off	106	536	56816	0.040509	1402.55	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fat_L.off	106	66420	7040520	1.48387	4744.71	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fat_R.off	106	373676	39609656	8.46896	4677.04	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_femur_L.off	106	9590	1016540	0.282158	3602.73	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_femur_R.off	106	9590	1016540	0.289311	3513.66	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fibria_of_uterine_tube_L.off	106	3058	324148	0.103656	3127.15	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fibria_of_uterine_tube_R.off	106	3732	395592	0.115127	3436.14	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fibula_L.off	106	1210	128260	0.055111	2327.3	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fibula_R.off	106	1210	128260	0.053815	2383.35	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fifth_lumbar_spinal_cord_segment.off	106	14576	1545056	0.359137	4302.14	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fifth_thoracic_spinal_cord_segment.off	106	11420	1210520	0.339157	3569.2	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_first_lumbar_spinal_cord_segment.off	106	12706	1346836	0.352555	3820.22	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_first_sacral_spinal_cord_segment.off	106	13762	1458772	0.343402	4248	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_first_thoracic_spinal_cord_segment.off	106	11792	1249952	0.319523	3911.93	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fourth_lumbar_spinal_cord_segment.off	106	13430	1423580	0.33348	4268.86	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fourth_sacral_spinal_cord_segment.off	106	11770	1247620	0.315447	3955.09	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fourth_thoracic_spinal_cord_segment.off	106	11408	1209248	0.310945	3888.94	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fovea_L.off	106	452	47912	0.030839	1553.62	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fovea_R.off	106	452	47912	0.030443	1573.83	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fundus_of_urinary_bladder_base.off	106	42310	4484860	1.16683	3843.64	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fundus_of_urinary_bladder_dome.off	106	20172	2138232	0.511776	4178.06	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_fundus_of_uterus.off	106	4358	461948	0.133849	3451.26	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_gastric_impression_of_liver.off	106	5048	535088	0.157368	3400.23	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_gastric_surface_of_spleen.off	106	3570	378420	0.134775	2807.79	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_great_cardiac_vein.off	106	6908	732248	0.229125	3195.85	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_head_of_pancreas.off	106	3938	417428	0.123191	3388.46	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hepataduodenal_ligament.off	106	1180	125080	0.05211	2400.31	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hepatic_flexure_of_colon.off	106	1784	189104	0.070848	2669.15	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hepatic_portal_vein.off	106	2552	270512	0.087711	3084.13	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_L.off	106	2090	221540	0.073306	3022.13	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_lower_L.off	106	1014	107484	0.047922	2242.89	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_lower_R.off	106	2850	302100	0.130207	2320.15	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_middle_R.off	106	792	83952	0.047071	1783.52	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_of_kidney_L.off	106	7374	781644	0.218803	3572.36	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_of_kidney_R.off	106	5332	565192	0.161714	3495.01	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_of_spleen.off	106	2876	304856	0.100305	3039.29	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_R.off	106	5118	542508	0.173174	3132.73	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_upper_L.off	106	1098	116388	0.052999	2196.04	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_hilum_upper_R.off	106	1476	156456	0.064983	2407.65	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ileocecal_valve.off	106	94	9964	0.021279	468.255	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ileocolic_artery.off	106	1570	166420	0.064437	2582.68	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ileocolic_vein.off	106	1972	209032	0.087731	2382.65	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ileum.off	106	21208	2248048	0.593265	3789.28	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ileum_terminal.off	106	2392	253552	0.085864	2952.95	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ilium_compact_bone_L.off	106	12684	1344504	0.328951	4087.25	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ilium_compact_bone_R.off	106	11810	1251860	0.316538	3954.85	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ilium_spongy_bone_L.off	106	6246	662076	0.234243	2826.45	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ilium_spongy_bone_R.off	106	5798	614588	0.194547	3159.07	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_inferior_mesenteric_artery.off	106	2396	253976	0.083801	3030.7	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_inferior_mesenteric_vein.off	106	7218	765108	0.366992	2084.81	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_inferior_ophthalmic_vein_L.off	106	8722	924532	0.289186	3197.02	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_inferior_ophthalmic_vein_R.off	106	8728	925168	0.264175	3502.1	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_inferior_pancreaticoduodenal_vein.off	106	1948	206488	0.074313	2778.63	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_inferior_rectal_vein_L.off	106	1710	181260	0.067251	2695.28	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_inferior_rectal_vein_R.off	106	1696	179776	0.139425	1289.41	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_inferior_vena_cava_a.off	106	3874	410644	0.118254	3472.56	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_inferior_vena_cava_b.off	106	11552	1224512	0.34277	3572.4	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_intercondylar_fossa_L.off	106	112	11872	0.024652	481.584	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_intercondylar_fossa_R.off	106	104	11024	0.021272	518.24	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_internal_cervical_os.off	106	324	34344	0.029459	1165.82	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_internal_iliac_vein_L.off	106	684	72504	0.041188	1760.32	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_internal_iliac_vein_R.off	106	966	102396	0.047177	2170.46	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_internal_pudendal_vein_L.off	106	1456	154336	0.057387	2689.39	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_internal_pudendal_vein_R.off	106	1634	173204	0.065413	2647.85	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_interventricular_septum.off	106	15566	1649996	0.380653	4334.65	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_iris_L.off	106	65527	6945862	1.4533	4779.36	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_iris_R.off	106	65543	6947558	1.46771	4733.61	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ischium_compact_bone_L.off	106	5392	571552	0.172008	3322.82	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ischium_compact_bone_R.off	106	5390	571340	0.161718	3532.94	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ischium_spongy_bone_L.off	106	2478	262668	0.082831	3171.13	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_ischium_spongy_bone_R.off	106	2518	266908	0.102443	2605.43	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_isthmus_of_fallopian_tube_L.off	106	2058	218148	0.092516	2357.95	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_isthmus_of_fallopian_tube_R.off	106	1784	189104	0.068027	2779.84	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_jejenum.off	106	11526	1221756	0.339685	3596.73	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_kidney_capsule_L.off	106	10850	1150100	0.32626	3525.1	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_kidney_capsule_R.off	106	10642	1128052	0.300398	3755.19	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_condyle_of_femur_frontal_L.off	106	154	16324	0.024325	671.079	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_condyle_of_femur_frontal_R.off	106	152	16112	0.022849	705.151	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_condyle_of_femur_inf_L.off	106	266	28196	0.028608	985.598	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_condyle_of_femur_inf_R.off	106	270	28620	0.027648	1035.16	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_condyle_of_femur_sup_L.off	106	122	12932	0.02356	548.896	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_condyle_of_femur_sup_R.off	106	124	13144	0.024851	528.912	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_epicondylar_enthesis_L.off	106	118	12508	0.022832	547.828	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_epicondylar_enthesis_R.off	106	110	11660	0.022884	509.526	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_perichondular_surface_L.off	106	138	14628	0.031499	464.396	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_lateral_perichondular_surface_R.off	106	136	14416	0.027006	533.807	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_anterior_basal_bronchopulmonary_segment.off	106	1624	172144	0.067447	2552.29	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_anterior_basal_bronchus.off	106	432	45792	0.036581	1251.8	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_anterior_bronchopulmonary_segment.off	106	2148	227688	0.142322	1599.81	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_anterior_bronchus.off	106	590	62540	0.035707	1751.48	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_anterior_descending_artery.off	106	3302	350012	0.116405	3006.85	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_anterolateral_segment.off	106	6774	718044	0.236754	3032.87	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_apical_bronchopulmonary_segment.off	106	954	101124	0.047015	2150.89	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_apical_bronchus.off	106	306	32436	0.028189	1150.66	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_branch_of_portal_vein.off	106	1790	189740	0.069673	2723.29	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_cardiac_atrium.off	106	10558	1119148	0.317216	3528.03	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_circumflex_artery.off	106	1536	162816	0.058845	2766.86	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_colic_artery.off	106	1352	143312	0.0557	2572.93	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_colic_vein.off	106	1650	174900	0.064907	2694.62	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_common_carotid_artery_a.off	106	750	79500	0.042456	1872.53	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_common_carotid_artery_b.off	106	2714	287684	0.104687	2748.04	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_common_iliac_vein.off	106	2142	227052	0.075584	3003.97	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_coronary_artery.off	106	704	74624	0.039207	1903.33	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_hepatic_artery.off	106	1400	148400	0.058165	2551.36	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_hepatic_vein.off	106	738	78228	0.039011	2005.28	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_inferior_lobar_bronchus.off	106	730	77380	0.037649	2055.3	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_inferomedial_segment.off	106	2658	281748	0.099931	2819.43	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_lateral_basal_bronchopulmonary_segment.off	106	1060	112360	0.051838	2167.52	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_lateral_basal_bronchus.off	106	552	58512	0.034193	1711.23	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_lingula_inferior_bronchi.off	106	1192	126352	0.064276	1965.77	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_lingula_superior_bronchus.off	106	1144	121264	0.049955	2427.46	0	0
Allen_amygdalohippocampal_area_R.off	VH_F_left_main_bronchus.off	106	618	65508	0.036797	1780.25	0	0
