MeshA	MeshB	FacesA	FacesB	Pairs	Time_ms	Mpairs_s	Intersected
Allen_amygdalohippocampal_area_L.off	VH_F_left_lingula_superior_bronchus.off	106	1144	121264	0.050386	2406.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_main_bronchus.off	106	618	65508	0.038358	1707.81	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_marginal_branch.off	106	1102	116812	0.050741	2302.12	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_marginal_vein.off	106	3414	361884	0.108252	3342.98	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_medial_basal_bronchopulmonary_segment.off	106	2560	271360	0.091234	2974.33	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_medial_basal_bronchus.off	106	420	44520	0.031921	1394.69	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_ovary.off	106	424	44944	0.03193	1407.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_posterior_basal_bronchopulmonary_segment.off	106	2280	241680	0.078664	3072.31	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_posterior_basal_bronchus.off	106	832	88192	0.052503	1679.75	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_posterior_bronchopulmonary_segment.off	106	1532	162392	0.067678	2399.48	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_posterior_bronchus.off	106	714	75684	0.041562	1820.99	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery.off	106	2496	264576	0.101702	2601.48	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_renal_artery.off	106	5894	624764	0.203001	3077.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_renal_vein.off	106	3294	349164	0.107737	3240.89	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_subclavian_artery_a.off	106	1636	173416	0.063938	2712.25	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_subclavian_artery_b.off	106	2850	302100	0.094237	3205.75	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_superior_bronchopulmonary_segment.off	106	1742	184652	0.070677	2612.62	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_superior_bronchus.off	106	664	70384	0.038031	1850.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_superior_lobar_bronchus.off	106	528	55968	0.034694	1613.19	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_superomedial_segment1.off	106	5474	580244	0.171797	3377.5	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_superomedial_segment.off	106	8970	950820	0.397708	2390.75	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_ureter.off	106	14944	1584064	0.375385	4219.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_uterine_artery.off	106	1408	149248	0.060689	2459.23	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_uterine_vein.off	106	2498	264788	0.084457	3135.18	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_left_ventricle.off	106	9822	1041132	0.549903	1893.3	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_lens_L.off	106	3368	357008	0.106777	3343.49	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_lens_R.off	106	3368	357008	0.116587	3062.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ligamentum_venosum.off	106	736	78016	0.042725	1826	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_lingula_inferior_bronchopulmonary_segment.off	106	1554	164724	0.062646	2629.44	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_lingula_superior_bronchopulmonary_segment.off	106	2362	250372	0.096555	2593.05	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_lower_uterine_segment.off	106	2736	290016	0.090309	3211.37	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_macula_lutea_L.off	106	4432	469792	0.150724	3116.9	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_macula_lutea_R.off	106	4428	469368	0.134351	3493.6	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_main_lactiferous_ducts_L.off	106	69510	7368060	1.53155	4810.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_main_lactiferous_ducts_R.off	106	69320	7347920	1.57664	4660.51	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_main_lactiferous_sinuses_L.off	106	22912	2428672	0.59096	4109.71	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_main_lactiferous_sinuses_R.off	106	22898	2427188	0.74552	3255.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_major_calyx_L_a.off	106	1858	196948	0.07458	2640.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_major_calyx_L_b.off	106	1132	119992	0.0508	2362.05	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_major_calyx_L_c.off	106	1268	134408	0.056851	2364.22	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_major_calyx_L_d.off	106	1320	139920	0.058102	2408.18	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_major_calyx_R_a.off	106	1556	164936	0.063743	2587.52	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_major_calyx_R_b.off	106	926	98156	0.045346	2164.6	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_major_calyx_R_c.off	106	2490	263940	0.085385	3091.18	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_mammary_lobes_L.off	106	151576	16067056	3.63525	4419.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_mammary_lobes_R.off	106	151576	16067056	3.34597	4801.92	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_marginal_artery_of_Drummond.off	106	7952	842912	0.26841	3140.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_medial_condyle_of_left_femur_inf.off	106	322	34132	0.069512	491.023	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_medial_condyle_of_left_femur_sup.off	106	176	18656	0.032158	580.136	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_medial_condyle_of_right_femur_inf.off	106	324	34344	0.029114	1179.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_medial_condyle_of_right_femur_sup.off	106	180	19080	0.024349	783.605	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_medial_epicondylar_enthesis_L.off	106	106	11236	0.023375	480.684	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_medial_epicondylar_enthesis_R.off	106	106	11236	0.022518	498.979	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_medial_perichondular_surface_L.off	106	116	12296	0.023598	521.061	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_medial_perichondular_surface_R.off	106	118	12508	0.02355	531.125	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_median_sacral_vein.off	106	1874	198644	0.067773	2931.02	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_meniscus_L.off	106	2384	252704	0.083623	3021.94	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_meniscus_R.off	106	2384	252704	0.084674	2984.43	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_middle_cardiac_vein.off	106	3656	387536	0.116255	3333.5	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_middle_colic_artery.off	106	1518	160908	0.071161	2261.18	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_middle_colic_vein.off	106	2670	283020	0.108148	2616.97	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery.off	106	572	60632	0.040085	1512.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_middle_hepatic_vein.off	106	908	96248	0.049027	1963.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_middle_rectal_vein_L.off	106	1064	112784	0.067265	1676.71	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_middle_rectal_vein_R.off	106	1040	110240	0.048216	2286.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_a.off	106	2728	289168	0.097977	2951.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_b.off	106	1192	126352	0.0545	2318.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_c.off	106	2316	245496	0.099656	2463.43	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_d.off	106	1062	112572	0.052432	2147.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_e.off	106	1834	194404	0.138437	1404.28	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_f.off	106	1790	189740	0.072021	2634.51	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_g.off	106	1158	122748	0.108098	1135.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_h.off	106	2090	221540	0.076589	2892.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_i.off	106	964	102184	0.048522	2105.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_L_j.off	106	1432	151792	0.069562	2182.11	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_a.off	106	1370	145220	0.054613	2659.07	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_b.off	106	1720	182320	0.064986	2805.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_c.off	106	1284	136104	0.051257	2655.33	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_d.off	106	1926	204156	0.071769	2844.63	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_e.off	106	1378	146068	0.065957	2214.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_f.off	106	1524	161544	0.07123	2267.92	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_g.off	106	1456	154336	0.058938	2618.62	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_h.off	106	778	82468	0.041199	2001.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_i.off	106	1422	150732	0.062292	2419.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_minor_calyx_R_j.off	106	2218	235108	0.081272	2892.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_mitral_valve.off	106	2606	276236	0.087773	3147.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_neck_of_pancreas.off	106	1506	159636	0.062748	2544.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ninth_thoracic_spinal_cord_segment.off	106	11608	1230448	0.319465	3851.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_nipple_L.off	106	19392	2055552	0.488871	4204.69	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_nipple_R.off	106	19392	2055552	0.809263	2540.03	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_oblique_vein_of_left_atrium.off	106	968	102608	0.092502	1109.25	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ophthalmic_vein_L.off	106	2036	215816	0.076725	2812.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ophthalmic_vein_R.off	106	2042	216452	0.073804	2932.79	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_opthalmic_artery_L.off	106	18736	1986016	0.767225	2588.57	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_opthalmic_artery_R.off	106	18722	1984532	0.470991	4213.52	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_optic_chiasm.off	106	3706	392836	0.119084	3298.81	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_optic_choroid_L.off	106	24196	2564776	0.598649	4284.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_optic_choroid_R.off	106	24196	2564776	0.563837	4548.79	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_optic_disc_L.off	106	24356	2581736	0.568768	4539.17	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_optic_disc_R.off	106	24322	2578132	0.618877	4165.82	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ora_serrata_of_retina_L.off	106	26640	2823840	0.747323	3778.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ora_serrata_of_retina_R.off	106	26652	2825112	0.64893	4353.49	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_outer_cortex_of_kidney_L.off	106	13784	1461104	0.344412	4242.31	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_outer_cortex_of_kidney_R.off	106	13824	1465344	0.346087	4234.03	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_palatine_tonsil_L.off	106	34400	3646400	0.95477	3819.14	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_palatine_tonsil_R.off	106	24508	2597848	0.567723	4575.91	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_palpebral_conjunctiva_of_left_lower_eyelid.off	106	17380	1842280	0.474184	3885.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_palpebral_conjunctiva_of_left_upper_eyelid.off	106	17952	1902912	0.453673	4194.46	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_palpebral_conjunctiva_of_right_lower_eyelid.off	106	17384	1842704	0.444803	4142.74	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_palpebral_conjunctiva_of_right_upper_eyelid.off	106	17944	1902064	0.450725	4220.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_papillary_muscle_of_heart_antlat.off	106	3004	318424	0.097078	3280.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_papillary_muscle_of_heart_ant.off	106	794	84164	0.040685	2068.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_papillary_muscle_of_heart_med.off	106	118	12508	0.023659	528.678	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_papillary_muscle_of_heart_posmed.off	106	1562	165572	0.064023	2586.13	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_papillary_muscle_of_heart_pos.off	106	100	10600	0.021812	485.971	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_patella_L.off	106	414	43884	0.040755	1076.78	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_patella_R.off	106	414	43884	0.03226	1360.32	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_placenta_vessels.off	106	75578	8011268	1.76559	4537.45	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_porta_hepatis.off	106	1150	121900	0.11131	1095.14	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_posterior_cruciate_enthesis_L.off	106	160	16960	0.024844	682.66	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_posterior_cruciate_enthesis_R.off	106	154	16324	0.023283	701.112	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_posterior_left_ventricular_branch.off	106	1640	173840	0.063182	2751.42	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_posterior_segmental_right_hepatic_artery.off	106	874	92644	0.044046	2103.35	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_posterior_vein_of_left_ventricle.off	106	4138	438628	0.142401	3080.23	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_posterior_wall_of_uterus.off	106	23374	2477644	0.571565	4334.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_proper_hepatic_artery.off	106	724	76744	0.041243	1860.78	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pubis_compact_bone_L.off	106	5376	569856	0.170823	3335.94	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pubis_compact_bone_R.off	106	5080	538480	0.195476	2754.71	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pubis_spongy_bone_L.off	106	2466	261396	0.089263	2928.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pubis_spongy_bone_R.off	106	2346	248676	0.083733	2969.87	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pulmonary_artery_L.off	106	3182	337292	0.104127	3239.24	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pulmonary_artery_R.off	106	3266	346196	0.103643	3340.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pulmonary_trunk.off	106	3126	331356	0.114484	2894.34	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pulmonary_valve.off	106	2068	219208	0.079653	2752.04	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pulmonary_vein_L_inf.off	106	2022	214332	0.090825	2359.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pulmonary_vein_L_sup.off	106	2334	247404	0.082982	2981.42	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pulmonary_vein_R_inf.off	106	1842	195252	0.070754	2759.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pulmonary_vein_R_sup.off	106	2462	260972	0.089341	2921.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pupil_L.off	106	1909	202354	0.135217	1496.51	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_pupil_R.off	106	1899	201294	0.068063	2957.47	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_quadrate_lobe.off	106	3400	360400	0.118734	3035.36	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_rectum.off	106	2022	214332	0.084629	2532.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_column_L.off	106	27372	2901432	0.643016	4512.22	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_column_R.off	106	24858	2634948	0.856545	3076.25	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_impression_of_liver.off	106	1510	160060	0.068764	2327.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_a.off	106	102	10812	0.025	432.48	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_b.off	106	78	8268	0.022782	362.918	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_c.off	106	64	6784	0.020546	330.186	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_d.off	106	114	12084	0.022488	537.353	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_e.off	106	100	10600	0.021696	488.569	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_f.off	106	112	11872	0.023481	505.6	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_g.off	106	100	10600	0.022678	467.413	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_h.off	106	86	9116	0.021122	431.588	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_i.off	106	100	10600	0.025479	416.029	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_j.off	106	128	13568	0.022974	590.581	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_L_k.off	106	134	14204	0.023102	614.839	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_a.off	106	150	15900	0.024823	640.535	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_b.off	106	82	8692	0.024597	353.376	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_c.off	106	110	11660	0.02163	539.066	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_d.off	106	108	11448	0.024421	468.777	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_e.off	106	140	14840	0.022873	648.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_f.off	106	116	12296	0.032014	384.082	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_g.off	106	154	16324	0.024387	669.373	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_h.off	106	40	4240	0.021704	195.356	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_i.off	106	142	15052	0.024432	616.077	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_papilla_R_j.off	106	106	11236	0.025766	436.079	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pelvis_L.off	106	3558	377148	0.112304	3358.28	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pelvis_R.off	106	3340	354040	0.11149	3175.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_a.off	106	2808	297648	0.095611	3113.11	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_b.off	106	1034	109604	0.049025	2235.68	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_c.off	106	690	73140	0.042239	1731.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_d.off	106	1484	157304	0.062085	2533.69	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_e.off	106	1358	143948	0.071629	2009.63	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_f.off	106	1770	187620	0.069197	2711.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_g.off	106	2764	292984	0.091894	3188.28	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_h.off	106	740	78440	0.054294	1444.73	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_i.off	106	1300	137800	0.078335	1759.11	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_j.off	106	1330	140980	0.059248	2379.49	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_L_k.off	106	1156	122536	0.059331	2065.29	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_a.off	106	2724	288744	0.096928	2978.95	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_b.off	106	978	103668	0.064238	1613.81	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_c.off	106	2280	241680	0.092604	2609.82	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_d.off	106	2272	240832	0.119534	2014.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_e.off	106	2364	250584	0.159581	1570.26	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_f.off	106	2302	244012	0.079758	3059.4	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_g.off	106	2478	262668	0.087844	2990.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_h.off	106	2276	241256	0.079941	3017.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_i.off	106	1698	179988	0.06548	2748.75	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_pyramid_R_j.off	106	2892	306552	0.098817	3102.22	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_renal_surface_of_spleen.off	106	2178	230868	0.096793	2385.17	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_retina_L.off	106	21552	2284512	0.528598	4321.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_retina_R.off	106	21552	2284512	0.518989	4401.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_anterior_basal_bronchopulmonary_segment.off	106	2806	297436	0.094636	3142.95	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_anterior_basal_bronchus.off	106	896	94976	0.052199	1819.5	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_anterior_bronchopulmonary_segm.off	106	3390	359340	0.124692	2881.82	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_anterior_bronchus.off	106	1268	134408	0.05578	2409.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_anteroinferior_segment.off	106	5248	556288	0.16958	3280.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_anterosuperior_segment.off	106	5858	620948	0.182323	3405.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_apical_bronchopulmonary_segment.off	106	1814	192284	0.070303	2735.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_apical_bronchus.off	106	1374	145644	0.056931	2558.25	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_branch_of_portal_vein.off	106	2136	226416	0.07993	2832.68	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_cardiac_atrium.off	106	9368	993008	0.280288	3542.81	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_colic_artery.off	106	1730	183380	0.069479	2639.36	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_colic_vein.off	106	2060	218360	0.07408	2947.62	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_common_iliac_vein.off	106	1554	164724	0.061064	2697.56	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_coronary_artery.off	106	5576	591056	0.171787	3440.63	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_hepatic_artery.off	106	760	80560	0.043916	1834.41	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_hepatic_vein.off	106	1104	117024	0.092081	1270.88	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_inferior_lobar_bronchus.off	106	900	95400	0.050364	1894.21	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_lateral_basal_bronchopulmonary_segment.off	106	1372	145432	0.058606	2481.52	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_lateral_basal_bronchus.off	106	416	44096	0.032216	1368.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_lateral_bronchopulmonary_segmennt.off	106	1680	178080	0.086841	2050.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_lateral_bronchus.off	106	504	53424	0.038942	1371.89	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_main_bronchus.off	106	460	48760	0.033794	1442.86	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_marginal_artery.off	106	1658	175748	0.066303	2650.68	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_medial_basal_bronchopulmonary_segment.off	106	712	75472	0.039335	1918.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_medial_basal_bronchus.off	106	528	55968	0.039625	1412.44	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_medial_bronchopulmonary_segment.off	106	2346	248676	0.082639	3009.18	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_medial_bronchus.off	106	654	69324	0.039248	1766.31	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_middle_lobar_bronchus.off	106	332	35192	0.042091	836.093	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_ovary.off	106	410	43460	0.031276	1389.56	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_posterior_basal_bronchopulmonary_segment.off	106	2424	256944	0.086896	2956.91	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_posterior_basal_bronchus.off	106	564	59784	0.035416	1688.05	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_posterior_bronchopulmonary_segment.off	106	1958	207548	0.104142	1992.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_posterior_bronchus.off	106	906	96036	0.045091	2129.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_posteroinferior_segment.off	106	4518	478908	0.13973	3427.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_posterosuperior_segment.off	106	5108	541448	0.187394	2889.36	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_renal_artery.off	106	3224	341744	0.114243	2991.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_renal_vein.off	106	1330	140980	0.055229	2552.64	0	0
